168.219605989	3
168.220605989	5
168.221605989	1
168.222605989	3
168.223605989	1
168.224605989	1
168.225605989	2
168.226605989	5
168.227605989	0
168.228605989	2
168.229605989	1
168.230605989	1
168.231605989	3
168.232605989	1
168.233605989	3
168.234605989	5
168.235605989	4
168.236605989	3
168.237605989	4
168.238605989	2
168.239605989	5
168.240605989	8
168.241605989	7
168.242605989	3
168.243605989	4
168.244605989	4
168.245605989	7
168.246605989	5
168.247605989	8
168.248605989	7
168.249605989	6
168.250605989	7
168.251605989	6
168.252605989	4
168.253605989	6
168.254605989	8
168.255605989	6
168.256605989	7
168.257605989	8
168.258605989	2
168.259605989	3
168.260605989	4
168.261605989	6
168.262605989	5
168.263605989	8
168.264605989	6
168.265605989	5
168.266605989	2
168.267605989	8
168.268605989	8
168.269605989	3
168.270605989	5
168.271605989	4
168.272605989	9
168.273605989	5
168.274605989	6
168.275605989	6
168.276605989	6
168.277605989	3
168.278605989	2
168.279605989	1
168.280605989	4
168.281605989	1
168.282605989	7
168.283605989	4
168.284605989	3
168.285605989	5
168.286605989	3
168.287605989	3
168.288605989	6
168.289605989	4
168.290605989	4
168.291605989	5
168.292605989	7
168.293605989	1
168.294605989	5
168.295605989	1
168.296605989	3
168.297605989	4
168.298605989	1
168.299605989	4
168.300605989	3
168.301605989	3
168.302605989	1
168.303605989	3
168.304605989	2
168.305605989	0
168.306605989	2
168.307605989	2
168.308605989	7
168.309605989	4
168.310605989	1
168.311605989	2
168.312605989	0
168.313605989	6
168.314605989	3
168.315605989	2
168.316605989	1
168.317605989	4
168.318605989	2
168.319605989	5
168.320605989	4
